Study_Hours,Sleep_Hours,Screen_Time_Hours,Exercise_Hours,Stress_Level,Previous_Marks,Burnout_Score,Burnout_Level,Performance_Decline,Final_Predicted_Marks
5.05,6.42,7.07,1.16,9,59.13,3.83,Medium,0.91,58.22
6.0,5.63,5.39,1.25,7,65.35,5.41,High,2.82,62.53
7.9,7.37,5.72,1.43,7,78.65,4.4,Medium,3.42,75.22
6.92,3.34,7.85,0.99,3,63.37,1.4,Low,0.3,63.07
9.31,6.72,3.15,0.0,5,90.27,3.86,Medium,3.41,86.86
3.47,6.69,4.45,1.43,2,72.1,0.91,Low,0.8,71.3
6.74,4.95,9.09,1.08,5,68.3,3.57,Medium,1.5,66.8
5.37,5.61,4.51,0.28,8,59.36,4.93,Medium,3.69,55.66
9.38,8.21,1.83,0.0,10,79.56,2.99,Medium,0.82,78.74
3.38,7.35,3.33,2.23,3,76.56,-0.5,Low,2.66,73.9
3.32,7.15,2.65,1.99,4,79.51,0.97,Low,2.95,76.56
3.8,7.46,5.89,1.56,8,53.01,1.45,Low,0.82,52.19
0.75,7.14,2.76,0.46,2,53.3,-1.98,Low,1.37,51.93
3.95,8.86,5.68,0.0,1,74.34,-1.17,Low,3.03,71.3
3.48,7.19,3.16,1.61,3,70.73,0.79,Low,2.31,68.43
5.3,4.81,0.0,1.29,2,81.33,1.02,Low,3.3,78.03
5.68,9.45,5.77,0.7,10,64.96,3.55,Medium,4.27,60.68
8.75,7.56,5.37,1.9,2,96.87,0.29,Low,0.68,96.2
6.9,6.12,6.29,1.68,4,76.0,3.31,Medium,0.35,75.65
3.85,5.12,3.32,1.14,6,56.03,3.17,Medium,3.33,52.7
3.2,7.59,3.05,1.03,10,52.56,3.02,Medium,3.85,48.71
5.98,6.82,6.0,1.04,10,60.9,8.49,High,2.25,58.65
2.36,9.36,8.8,1.54,5,53.32,2.77,Medium,1.97,51.35
8.66,6.48,5.03,0.31,4,82.83,2.98,Medium,2.98,79.85
7.36,5.74,6.06,1.34,8,70.16,4.72,Medium,2.76,67.4
4.06,8.34,4.2,0.26,5,65.64,3.53,Medium,2.45,63.19
1.57,8.39,1.14,2.07,2,74.61,-0.46,Low,4.09,70.52
7.71,7.25,7.42,1.43,4,72.41,0.7,Low,0.87,71.55
4.77,8.01,7.27,0.45,7,56.79,3.1,Medium,3.41,53.38
7.48,6.94,6.78,1.06,4,73.1,2.56,Medium,3.71,69.4
1.81,7.35,4.55,0.32,6,58.48,2.44,Medium,4.51,53.97
3.8,8.75,6.49,2.2,2,87.1,1.58,Low,4.73,82.38
5.01,7.94,7.23,2.3,9,59.56,3.23,Medium,2.54,57.02
5.09,6.75,9.05,1.56,4,65.79,3.28,Medium,2.17,63.62
4.1,9.03,7.47,2.25,1,74.52,2.95,Medium,2.52,72.0
6.25,3.45,5.16,1.12,3,72.62,3.08,Medium,3.66,68.96
2.86,10.0,1.73,1.61,7,66.66,0.23,Low,0.09,66.57
4.72,4.44,5.39,1.98,10,57.01,3.83,Medium,7.97,49.04
5.24,6.06,5.64,1.0,9,62.93,4.49,Medium,4.54,58.39
6.03,6.94,6.77,1.06,6,62.89,2.33,Low,0.98,61.91
6.42,6.78,8.38,1.75,4,75.27,2.82,Medium,1.14,74.13
2.75,8.51,4.76,1.52,2,62.46,0.94,Low,4.7,57.76
1.93,5.41,10.25,0.4,9,35.08,6.31,High,1.47,33.61
7.56,7.39,0.6,0.0,8,76.48,2.75,Medium,1.45,75.03
5.66,6.13,6.05,0.86,7,63.28,1.75,Low,4.62,58.67
3.5,7.44,3.0,0.0,2,68.83,1.62,Low,1.88,66.96
8.1,6.9,0.23,0.21,2,90.01,0.05,Low,2.47,87.54
5.23,7.14,4.5,0.3,8,62.03,4.35,Medium,2.8,59.23
7.36,6.18,1.36,0.55,9,74.57,3.05,Medium,4.34,70.23
5.14,6.23,4.6,1.66,9,64.42,4.09,Medium,0.39,64.03
9.12,7.43,5.09,1.83,8,83.78,3.89,Medium,1.3,82.48
8.51,8.42,7.8,1.41,1,88.53,-0.27,Low,2.94,85.6
4.5,6.1,1.23,1.51,5,78.29,0.28,Low,2.17,76.11
6.94,5.7,7.27,1.52,7,76.46,5.03,High,1.39,75.07
6.29,7.92,5.25,0.0,10,56.69,5.9,High,2.05,54.65
7.74,6.95,7.57,1.01,6,75.34,3.51,Medium,4.83,70.51
3.07,8.25,3.92,0.0,1,68.55,-1.99,Low,0.11,68.45
6.37,5.64,1.67,1.41,10,73.12,4.27,Medium,0.73,72.38
7.12,4.33,1.96,0.0,6,72.13,4.88,Medium,0.09,72.04
1.48,6.2,1.77,0.86,4,60.51,-0.61,Low,2.97,57.54
2.63,5.85,6.19,1.44,3,63.73,1.86,Low,0.06,63.67
0.92,6.88,8.69,0.11,4,45.24,1.72,Low,2.27,42.97
4.46,6.04,3.59,1.77,8,72.25,5.49,High,4.3,67.95
6.44,8.11,6.57,1.41,6,76.87,2.78,Medium,0.49,76.38
8.0,6.57,1.19,1.3,9,83.94,5.22,High,1.83,82.11
5.15,7.23,5.45,1.56,5,70.44,4.21,Medium,1.89,68.55
8.26,7.24,6.67,0.71,9,71.02,8.15,High,1.81,69.21
2.24,7.29,1.38,1.12,4,70.9,-1.58,Low,3.64,67.26
1.59,6.96,4.49,1.01,4,62.15,-0.72,Low,0.02,62.12
4.89,7.77,6.79,0.99,6,59.63,5.23,High,3.9,55.73
5.77,5.81,0.0,0.46,10,66.71,5.82,High,4.2,62.52
4.93,9.1,8.34,0.01,7,63.82,3.33,Medium,2.16,61.66
0.87,6.65,5.88,0.73,2,55.46,-4.06,Low,4.44,51.03
4.82,5.03,6.79,0.69,4,65.12,3.48,Medium,1.91,63.21
2.39,7.28,3.97,0.41,8,52.97,1.13,Low,3.47,49.49
6.34,5.72,0.69,1.68,9,61.58,2.68,Medium,1.94,59.63
5.73,8.0,6.34,0.06,5,63.06,3.41,Medium,0.19,62.87
3.12,10.0,4.79,0.86,6,70.75,2.36,Medium,0.42,70.34
3.97,5.82,5.08,1.93,10,54.49,7.56,High,2.21,52.28
2.88,7.5,7.72,1.73,7,57.08,3.24,Medium,4.95,52.12
4.87,4.37,6.91,1.97,7,59.78,3.38,Medium,0.89,58.89
6.91,7.68,9.8,0.53,3,69.75,4.79,Medium,4.48,65.28
3.03,5.67,5.38,1.63,2,63.93,1.76,Low,4.6,59.33
6.01,6.06,3.27,0.15,10,63.34,4.79,Medium,2.05,61.3
3.94,5.35,4.53,0.78,8,58.15,4.43,Medium,2.31,55.84
3.41,8.1,6.04,0.85,9,66.3,3.83,Medium,2.51,63.79
4.79,8.51,7.54,0.54,8,58.09,5.6,High,3.85,54.23
2.93,7.04,1.33,0.71,8,68.27,5.26,High,0.62,67.66
3.89,5.7,5.02,0.61,2,62.96,0.36,Low,1.64,61.32
2.6,9.38,9.02,0.21,4,60.74,3.0,Medium,0.85,59.88
8.93,5.87,4.4,1.69,6,84.81,1.71,Low,4.39,80.42
5.07,3.76,7.33,0.85,8,52.74,4.31,Medium,8.13,44.61
3.6,7.69,6.23,1.16,2,69.88,1.9,Low,3.74,66.14
5.43,5.34,7.39,1.13,8,55.59,5.37,High,2.2,53.39
4.78,8.48,2.98,1.04,1,87.25,-2.07,Low,3.57,83.68
4.56,6.43,2.99,1.07,6,63.62,2.68,Medium,4.45,59.17
6.23,7.91,5.05,0.76,8,71.0,5.56,High,1.7,69.3
6.52,9.1,1.17,2.13,8,86.69,0.33,Low,1.14,85.56
3.94,5.19,4.33,1.61,7,67.39,6.33,High,3.25,64.14
3.85,6.15,5.63,1.01,7,63.15,4.77,Medium,4.99,58.16
4.45,6.89,9.46,0.64,10,52.17,7.42,High,3.65,48.52
0.4,9.31,6.01,0.9,9,42.71,3.41,Medium,3.98,38.74
1.97,6.01,6.56,1.33,2,56.13,3.91,Medium,3.15,52.98
7.73,6.11,7.91,2.2,1,80.19,3.59,Medium,1.84,78.35
8.29,7.72,2.59,0.0,2,84.54,0.57,Low,3.27,81.27
4.5,6.13,4.59,1.53,3,71.97,2.77,Medium,0.64,71.33
6.15,7.23,11.06,1.9,9,56.54,5.4,High,2.44,54.1
5.62,4.67,4.8,0.0,10,60.63,5.74,High,6.05,54.58
11.16,10.0,7.79,0.86,7,88.61,7.1,High,4.53,84.08
7.24,4.98,7.41,0.15,5,68.72,5.23,High,4.6,64.12
4.74,6.52,1.3,1.34,5,72.76,2.61,Medium,0.3,72.46
3.09,6.95,5.78,0.71,6,50.71,4.88,Medium,3.16,47.56
1.79,9.87,5.37,0.9,2,72.97,0.65,Low,3.98,68.99
5.41,5.01,5.82,0.67,1,76.41,0.47,Low,2.68,73.72
3.49,9.98,3.11,1.58,1,86.01,1.32,Low,0.48,85.53
2.16,8.14,2.21,1.18,3,72.11,0.69,Low,1.16,70.94
3.71,7.63,3.81,1.18,1,72.12,0.74,Low,1.57,70.55
2.84,5.52,4.76,1.13,9,46.95,4.7,Medium,3.31,43.63
8.37,7.86,7.96,1.46,10,73.9,8.08,High,0.33,73.57
6.76,5.91,9.54,0.79,5,74.65,7.66,High,2.75,71.91
4.98,8.9,8.49,2.36,9,66.01,4.34,Medium,0.54,65.47
7.96,5.54,7.15,0.01,5,77.13,6.17,High,1.98,75.15
5.15,6.83,2.49,0.0,1,75.92,0.28,Low,2.13,73.79
3.28,6.17,3.98,0.0,7,60.97,0.5,Low,2.26,58.71
8.05,5.52,5.52,0.0,7,68.84,3.0,Medium,3.55,65.28
6.08,8.11,3.42,1.54,4,83.22,2.14,Low,0.41,82.82
2.93,7.8,6.44,1.44,3,64.14,2.9,Medium,1.34,62.8
4.62,8.81,6.8,1.97,1,84.25,1.34,Low,3.21,81.04
3.25,4.33,6.34,0.15,7,53.12,5.88,High,4.72,48.4
2.23,8.6,7.56,1.6,5,52.19,6.2,High,3.1,49.09
6.85,10.0,2.74,1.05,10,83.06,4.78,Medium,4.42,78.65
8.82,6.32,7.33,1.13,1,100.0,1.94,Low,4.84,95.16
2.2,9.84,3.26,1.5,1,74.33,-1.52,Low,4.42,69.91
6.13,6.61,2.65,0.39,3,78.29,3.91,Medium,4.86,73.43
3.7,4.94,6.33,3.07,3,74.59,0.14,Low,3.89,70.7
4.03,6.54,8.04,2.07,2,69.66,3.7,Medium,4.44,65.22
3.82,8.57,6.22,0.57,8,58.78,3.97,Medium,2.46,56.32
3.27,5.74,5.05,0.13,8,60.86,3.17,Medium,1.73,59.14
5.1,6.1,5.78,0.93,6,57.94,1.56,Low,5.0,52.94
3.34,7.89,5.34,1.15,5,60.61,4.39,Medium,0.49,60.13
5.54,7.0,2.19,1.85,6,78.54,1.01,Low,4.79,73.75
4.9,7.88,1.89,0.07,1,72.61,-0.23,Low,2.15,70.45
4.52,7.36,4.8,1.23,2,73.42,-0.57,Low,0.11,73.31
3.18,7.72,5.2,0.0,7,54.47,6.33,High,4.02,50.45
3.85,6.35,5.03,1.35,1,77.4,0.75,Low,2.22,75.18
6.51,7.35,6.69,0.91,8,70.91,2.9,Medium,3.99,66.92
6.0,5.61,4.46,2.55,3,71.77,1.2,Low,0.22,71.54
3.04,8.93,6.41,0.0,4,58.97,3.94,Medium,4.87,54.1
5.2,6.05,4.64,2.1,7,64.77,2.23,Low,3.36,61.42
6.5,8.69,9.56,0.0,10,57.98,6.02,High,0.24,57.74
1.66,6.65,5.2,0.0,7,42.65,5.18,High,0.02,42.63
6.09,7.3,10.85,0.0,2,70.93,3.8,Medium,2.97,67.96
3.67,6.26,5.88,1.2,5,58.52,1.05,Low,4.88,53.64
6.14,5.48,4.47,0.06,8,65.94,5.25,High,2.62,63.32
3.47,4.38,2.75,0.0,9,50.52,4.48,Medium,12.18,38.34
1.39,5.42,1.39,1.16,5,52.93,1.42,Low,4.69,48.23
1.74,6.51,2.52,1.36,2,73.25,1.3,Low,4.92,68.33
5.1,7.32,2.8,1.03,4,83.0,1.82,Low,3.92,79.08
5.52,8.52,5.99,0.87,5,74.19,2.53,Medium,3.59,70.6
3.19,6.33,3.68,2.46,6,64.09,2.14,Low,0.01,64.08
6.28,5.68,5.47,1.12,6,64.33,5.58,High,1.57,62.76
1.68,4.84,8.2,1.64,1,62.36,0.44,Low,4.63,57.74
4.87,7.72,4.78,1.11,6,73.2,-0.38,Low,1.84,71.36
2.58,9.07,10.2,0.12,10,39.46,5.49,High,1.67,37.79
3.7,8.9,2.06,1.44,1,78.38,-0.53,Low,2.69,75.69
5.09,8.06,4.62,0.48,5,73.28,1.77,Low,2.24,71.05
3.28,7.96,3.65,0.93,7,56.46,1.89,Low,4.29,52.17
4.23,9.55,7.34,1.24,8,59.61,3.39,Medium,0.41,59.2
7.01,7.5,0.0,0.0,5,77.84,1.62,Low,3.29,74.55
3.85,7.97,1.39,0.0,2,70.19,-2.15,Low,3.49,66.71
6.67,6.52,4.73,1.73,3,78.21,2.94,Medium,4.4,73.81
2.74,4.96,8.88,0.47,7,49.5,1.14,Low,2.08,47.42
6.06,5.97,5.56,0.51,10,50.59,6.8,High,1.48,49.11
7.88,6.99,1.62,1.13,4,90.64,2.21,Low,3.13,87.51
0.06,7.09,2.01,0.69,1,62.76,-0.41,Low,3.62,59.14
3.41,9.89,9.18,1.33,3,72.47,-1.19,Low,0.85,71.62
6.15,7.12,3.45,0.96,10,67.85,5.38,High,0.79,67.06
4.59,8.77,2.64,1.16,2,79.53,-0.96,Low,1.32,78.21
5.74,6.35,8.69,0.44,9,51.86,8.67,High,1.24,50.62
3.79,6.53,7.53,1.15,1,73.36,1.87,Low,3.75,69.6
5.17,5.01,8.19,1.88,9,58.56,4.35,Medium,2.65,55.91
4.69,5.89,2.62,0.55,10,55.76,2.31,Low,2.74,53.02
7.34,7.79,1.19,1.73,5,92.88,0.72,Low,0.07,92.81
5.51,7.01,5.33,0.96,6,66.71,4.62,Medium,4.97,61.73
5.68,8.41,5.84,1.59,6,73.53,4.77,Medium,4.15,69.38
4.18,7.27,5.91,1.1,6,60.67,3.48,Medium,2.22,58.45
4.02,6.47,8.7,0.97,9,53.59,5.9,High,0.33,53.25
4.13,10.0,0.67,1.28,9,66.41,1.77,Low,3.47,62.94
5.79,6.86,7.15,1.97,10,60.57,5.82,High,2.68,57.89
4.16,8.74,2.26,1.19,7,67.03,3.97,Medium,3.39,63.64
5.58,6.4,7.14,1.38,3,73.87,2.04,Low,3.39,70.48
9.15,8.06,3.81,0.71,7,87.07,4.9,Medium,0.77,86.3
6.74,8.39,2.97,2.26,5,80.55,0.98,Low,1.64,78.91
4.35,7.31,3.48,1.51,9,65.37,5.44,High,0.09,65.28
7.4,3.47,1.39,1.06,8,64.27,5.51,High,11.2,53.07
4.18,7.03,5.1,0.9,10,66.8,6.54,High,4.03,62.77
0.92,8.85,3.07,1.78,6,57.57,3.92,Medium,4.64,52.93
2.98,7.79,6.97,0.52,5,63.86,-1.13,Low,0.22,63.64
1.26,7.67,6.6,0.0,10,41.48,6.06,High,2.5,38.98
4.3,4.42,9.22,1.06,2,62.57,3.79,Medium,3.74,58.84
5.04,5.92,5.92,1.95,3,67.14,2.79,Medium,0.52,66.62
8.35,7.62,6.3,2.27,3,94.23,2.68,Medium,3.89,90.34
5.65,7.62,8.5,0.91,4,70.08,3.57,Medium,3.24,66.84
4.56,8.82,3.43,1.03,3,80.2,1.09,Low,4.92,75.28
6.66,6.78,1.28,1.42,7,78.07,4.26,Medium,0.7,77.37
0.58,7.61,5.5,0.79,6,50.29,3.56,Medium,3.15,47.15
5.47,7.02,1.44,1.41,8,67.57,3.1,Medium,4.74,62.84
6.54,5.52,11.13,0.93,2,68.53,3.53,Medium,3.72,64.82
2.04,3.62,8.64,1.81,2,51.77,2.58,Medium,1.68,50.09
7.29,7.65,10.41,1.58,1,78.04,1.85,Low,0.6,77.44
5.68,7.26,5.16,1.65,5,75.11,5.34,High,4.82,70.29
4.17,6.07,6.38,0.84,7,59.58,2.35,Medium,0.36,59.22
6.27,4.57,3.85,2.54,9,69.3,6.15,High,11.23,58.07
9.54,7.94,7.21,1.39,5,86.89,5.03,High,1.52,85.38
5.36,6.6,1.96,1.2,1,85.36,-0.85,Low,4.3,81.06
5.5,7.84,0.0,0.39,3,84.04,0.61,Low,2.77,81.27
4.08,9.8,3.02,0.92,8,68.64,4.49,Medium,4.56,64.07
3.3,3.79,1.36,1.09,3,66.84,0.72,Low,2.13,64.71
6.66,5.95,8.69,0.37,7,68.53,7.55,High,4.25,64.28
3.29,6.69,9.54,0.77,10,38.49,8.04,High,1.19,37.3
5.14,9.18,1.49,0.87,3,81.71,-1.02,Low,2.33,79.37
4.04,4.55,8.23,1.04,2,63.75,1.04,Low,4.23,59.52
5.96,9.9,7.38,0.0,10,54.66,5.68,High,0.59,54.07
5.67,7.2,1.08,0.89,6,83.05,0.26,Low,3.64,79.41
7.08,6.86,4.02,0.7,2,85.34,-2.93,Low,2.18,83.16
3.98,6.7,3.55,0.98,10,61.74,3.92,Medium,2.57,59.17
4.46,6.35,6.87,1.83,5,71.31,6.45,High,2.9,68.42
3.04,8.57,1.93,2.64,5,76.41,-0.08,Low,1.38,75.03
4.11,5.4,4.75,1.54,5,53.58,3.39,Medium,0.48,53.09
5.75,7.52,3.29,0.01,6,71.9,3.93,Medium,0.09,71.81
6.51,6.42,6.18,0.72,3,76.86,2.52,Medium,2.15,74.7
3.16,5.86,4.46,1.48,10,46.65,4.42,Medium,1.34,45.3
6.74,10.0,3.66,1.39,5,76.68,3.51,Medium,3.16,73.51
7.71,7.63,4.47,1.79,8,81.08,4.3,Medium,3.58,77.5
5.83,7.92,10.09,0.92,4,62.53,3.49,Medium,2.52,60.01
8.75,8.71,3.96,0.71,5,98.93,3.88,Medium,3.09,95.83
3.45,4.87,2.4,2.4,1,76.47,-1.58,Low,2.8,73.67
2.51,9.63,6.46,1.05,1,77.51,-2.05,Low,0.02,77.49
1.44,3.24,4.64,0.19,8,40.0,2.24,Low,9.84,30.16
7.99,5.85,1.46,2.18,2,97.77,1.7,Low,0.3,97.47
6.31,6.31,10.58,0.0,10,52.26,7.3,High,2.05,50.2
4.89,7.87,4.12,0.0,10,64.15,6.09,High,0.56,63.6
5.56,7.33,4.06,1.62,7,61.47,3.38,Medium,3.31,58.16
2.75,6.75,5.4,1.73,7,62.02,1.24,Low,1.63,60.39
9.89,6.98,9.33,1.33,9,78.88,6.38,High,0.36,78.52
5.26,5.53,0.8,0.0,1,78.13,1.48,Low,0.23,77.9
5.22,4.75,5.69,0.95,2,68.66,1.74,Low,1.19,67.48
6.45,8.09,10.22,0.78,1,75.5,4.05,Medium,3.34,72.16
5.96,8.04,5.32,0.57,1,83.07,0.08,Low,3.59,79.48
5.45,9.38,1.91,2.13,4,92.14,1.5,Low,0.64,91.49
3.42,5.81,3.45,0.16,8,51.94,1.27,Low,0.7,51.25
5.94,8.04,5.52,1.25,10,56.82,4.84,Medium,2.97,53.86
8.76,6.57,8.33,1.96,8,88.0,5.31,High,4.79,83.22
7.69,8.79,4.15,1.31,9,81.38,2.29,Low,2.76,78.62
8.19,8.53,7.07,1.99,2,89.23,3.47,Medium,3.56,85.68
3.98,7.32,1.41,1.45,7,74.72,1.27,Low,2.88,71.85
3.02,6.49,1.39,1.34,4,73.68,-0.31,Low,0.52,73.15
4.75,8.44,3.79,1.29,3,80.53,2.75,Medium,4.73,75.8
5.11,7.97,8.6,1.49,4,67.58,3.15,Medium,0.36,67.22
7.19,5.97,5.17,0.69,4,80.35,4.23,Medium,3.8,76.55
1.62,5.01,5.72,0.0,3,57.34,-0.52,Low,4.9,52.44
8.06,6.57,5.7,1.76,9,65.52,4.3,Medium,1.59,63.92
4.68,9.27,7.77,1.93,8,66.53,7.23,High,0.86,65.68
4.15,8.72,3.47,1.2,10,63.91,5.3,High,2.83,61.08
2.98,5.33,6.72,0.56,2,61.5,0.29,Low,3.98,57.52
1.69,5.25,2.92,0.0,3,57.1,1.48,Low,4.75,52.36
6.65,8.91,9.96,1.07,10,68.61,4.94,Medium,3.47,65.14
5.15,5.3,3.0,0.0,7,61.62,5.93,High,1.68,59.95
2.42,7.76,2.79,0.0,5,61.0,-1.91,Low,2.47,58.53
2.41,6.08,6.37,0.98,1,64.76,1.29,Low,3.81,60.95
4.33,9.43,5.2,0.39,1,76.64,0.41,Low,3.94,72.7
8.34,5.84,5.82,1.28,8,67.21,3.74,Medium,0.37,66.84
4.48,8.72,5.57,0.87,6,68.69,2.37,Medium,3.07,65.62
1.99,7.28,2.27,0.51,4,63.79,1.36,Low,4.84,58.95
4.51,7.38,9.03,0.0,3,61.41,0.23,Low,3.93,57.49
4.45,4.04,7.23,0.32,9,47.35,4.36,Medium,5.29,42.05
0.0,3.7,8.4,0.35,9,35.0,5.61,High,13.48,30.0
4.89,6.67,3.68,0.02,4,75.49,0.83,Low,2.23,73.26
4.54,7.37,6.04,0.74,8,64.55,3.67,Medium,3.53,61.02
6.39,5.31,5.49,0.08,4,63.51,3.29,Medium,2.78,60.74
8.7,5.37,7.82,0.87,8,67.03,4.94,Medium,0.39,66.64
7.25,7.84,7.9,1.19,7,79.67,4.69,Medium,3.69,75.97
4.46,7.84,5.48,0.34,6,58.56,3.56,Medium,4.19,54.36
2.79,6.79,1.21,1.34,7,65.34,3.28,Medium,1.03,64.31
10.15,8.17,9.45,0.0,6,78.29,3.54,Medium,0.34,77.96
5.12,5.24,6.39,0.11,6,61.75,3.4,Medium,3.95,57.79
5.03,6.47,3.48,0.91,7,66.8,4.31,Medium,3.2,63.6
4.95,9.47,6.02,1.55,4,74.96,-0.58,Low,4.02,70.94
5.4,7.1,1.22,1.69,5,80.98,1.64,Low,2.83,78.15
4.71,7.19,7.64,2.29,9,58.17,5.16,High,2.14,56.03
3.85,10.0,1.32,0.7,2,72.6,-4.85,Low,4.82,67.79
3.91,4.9,4.45,0.9,9,48.81,4.22,Medium,9.66,39.15
4.93,8.19,5.61,0.17,5,62.99,3.17,Medium,2.06,60.93
3.91,9.5,7.6,0.0,10,45.23,4.9,Medium,4.54,40.69
3.57,6.51,5.27,1.18,1,72.82,-0.11,Low,4.97,67.85
5.21,8.29,6.59,0.38,7,63.82,4.19,Medium,1.54,62.28
4.49,5.53,4.93,1.99,5,69.35,4.3,Medium,4.46,64.88
8.01,5.97,4.92,0.0,3,83.2,3.59,Medium,0.23,82.97
0.0,7.58,5.21,1.39,3,59.28,-0.62,Low,1.07,58.21
7.18,8.2,4.53,0.2,1,88.96,-1.39,Low,0.8,88.15
7.49,8.68,0.78,0.34,7,78.29,3.34,Medium,1.78,76.51
0.85,9.35,3.08,1.43,2,70.69,-2.76,Low,2.81,67.88
4.31,6.9,5.61,0.46,8,59.13,3.59,Medium,3.6,55.53
4.26,8.79,4.38,0.59,4,82.76,1.71,Low,4.51,78.24
2.18,6.49,4.61,0.35,4,57.89,3.52,Medium,0.79,57.09
3.44,8.35,4.19,2.43,5,73.39,3.38,Medium,2.89,70.5
2.78,7.31,2.84,0.51,9,54.52,3.7,Medium,2.77,51.75
8.5,7.67,3.77,1.04,7,83.07,3.06,Medium,2.29,80.78
6.87,7.64,4.23,0.84,3,82.83,-0.12,Low,3.47,79.36
7.54,4.59,5.01,1.18,4,75.2,6.34,High,2.57,72.63
6.44,5.31,5.98,0.51,9,61.84,5.45,High,2.75,59.09
2.74,7.15,4.55,0.84,1,72.08,1.12,Low,4.52,67.56
3.95,4.47,2.43,1.32,8,56.95,4.21,Medium,13.51,43.44
5.98,8.25,1.5,0.31,8,77.26,2.37,Medium,2.89,74.37
2.56,8.31,11.49,1.87,7,54.78,3.79,Medium,0.78,54.0
6.43,7.49,2.18,1.95,6,76.87,0.23,Low,4.79,72.07
4.52,5.32,3.7,1.49,7,58.8,5.31,High,3.11,55.68
4.25,9.07,6.29,1.06,10,61.11,4.62,Medium,4.04,57.07
6.42,10.0,5.9,0.0,4,75.9,4.2,Medium,0.28,75.62
5.89,7.22,6.3,1.34,4,69.33,1.96,Low,4.48,64.85
4.28,7.77,3.89,0.69,5,77.45,1.61,Low,3.47,73.98
7.32,7.3,5.6,0.8,4,75.06,1.09,Low,3.43,71.64
2.84,7.8,5.15,0.0,4,53.59,1.31,Low,0.55,53.04
6.23,6.82,4.22,1.39,9,64.51,2.83,Medium,3.56,60.94
6.19,6.95,5.61,0.0,6,69.38,4.44,Medium,0.38,69.0
4.38,8.36,7.64,1.09,3,70.44,2.1,Low,0.28,70.16
5.65,10.0,4.94,1.72,3,93.8,2.98,Medium,1.63,92.17
2.5,4.9,4.96,0.62,10,40.38,3.21,Medium,11.13,30.0
6.85,6.84,7.67,1.97,8,70.67,7.05,High,0.8,69.88
4.63,5.23,7.4,0.4,3,68.72,1.53,Low,3.63,65.09
3.95,9.39,8.96,1.48,4,64.3,2.88,Medium,4.17,60.13
7.1,6.12,0.61,0.0,6,81.23,1.05,Low,0.9,80.34
3.59,4.84,7.26,1.82,9,41.46,5.89,High,11.78,30.0
2.18,7.96,6.5,1.7,6,66.79,-1.11,Low,2.4,64.38
1.89,9.62,2.79,1.37,3,75.7,-1.45,Low,4.79,70.91
6.21,8.0,5.63,0.69,6,69.05,3.55,Medium,0.7,68.35
2.44,7.31,7.63,0.0,4,59.08,5.22,High,0.27,58.81
8.51,7.61,2.93,0.69,5,93.5,-0.53,Low,4.23,89.28
0.84,9.12,6.11,1.89,5,51.65,1.38,Low,1.81,49.84
8.39,5.69,7.18,1.1,3,78.49,2.63,Medium,2.29,76.21
5.42,6.83,2.32,0.0,5,78.6,-0.64,Low,2.56,76.04
4.81,6.32,4.64,0.1,5,65.54,1.25,Low,4.13,61.41
3.91,5.25,5.75,2.0,7,61.7,3.33,Medium,0.38,61.32
5.8,6.51,3.01,1.39,9,68.22,5.03,High,2.76,65.46
4.92,8.66,2.8,0.01,5,77.31,1.86,Low,2.15,75.16
7.21,7.85,4.66,0.0,9,72.1,3.02,Medium,1.7,70.4
5.23,7.97,7.0,0.5,5,68.37,0.41,Low,1.74,66.63
5.3,7.22,6.61,0.0,4,57.22,3.5,Medium,4.65,52.57
4.27,7.78,2.85,0.88,6,72.22,1.91,Low,1.34,70.88
4.89,5.8,6.63,2.96,8,67.73,7.05,High,2.27,65.45
5.62,6.54,2.91,0.0,4,66.97,1.51,Low,2.46,64.51
1.58,7.29,0.97,0.85,5,56.13,2.47,Medium,3.6,52.53
2.3,7.42,4.08,2.05,10,56.66,4.87,Medium,2.59,54.07
6.49,7.48,7.81,1.6,1,82.96,2.81,Medium,3.11,79.86
5.34,6.79,6.64,0.88,10,47.76,6.49,High,1.99,45.77
4.63,6.43,5.0,0.88,1,70.44,1.5,Low,3.59,66.85
5.04,10.0,3.96,0.08,8,70.01,-0.26,Low,2.33,67.68
5.7,8.36,4.03,0.79,7,75.2,2.83,Medium,1.11,74.09
3.92,7.62,5.27,1.19,5,63.68,1.35,Low,4.08,59.59
3.44,6.65,2.33,1.88,9,60.5,5.42,High,3.83,56.67
5.39,6.32,4.13,0.5,1,73.13,-0.68,Low,3.14,70.0
3.04,6.8,4.46,0.85,3,72.25,0.82,Low,2.61,69.64
5.82,7.44,1.62,0.24,6,75.31,3.57,Medium,1.04,74.26
1.59,4.18,2.9,1.18,1,58.58,0.65,Low,4.34,54.24
7.06,4.65,6.03,1.63,6,65.59,4.75,Medium,0.49,65.1
5.95,6.04,5.02,1.5,2,72.51,3.25,Medium,1.92,70.6
5.51,7.31,4.23,0.06,10,69.58,5.55,High,4.26,65.31
6.97,6.64,2.72,1.12,5,79.55,1.68,Low,2.98,76.57
8.33,9.22,8.94,0.46,10,67.72,4.55,Medium,2.19,65.53
7.03,4.78,2.91,1.81,2,83.67,2.21,Low,3.96,79.71
1.32,5.87,5.63,0.87,1,56.04,-0.64,Low,4.95,51.09
2.44,9.28,3.78,0.0,4,64.12,0.48,Low,0.94,63.17
